text	label
Betty, I won't make assumptions About why you switched your homeroom, but I think it's 'cause of me Betty, one time, I was riding on my skateboard When I passed your house It's like I couldn't breathe You heard the rumors from Inez You can't believe a word she says Most times, but this time, it was true The worst thing that I ever did Was what I did to you But if I just showed up at your party Would you have me? Would you want me? Would you tell me to go fuck myself Or lead me to the garden? In the garden, would you trust me If I told you it was just a summer thing? I'm only seventeen, I don't know anything But I know I miss you Betty, I know where it all went wrong Your favorite song was playing From the far side of the gym I was nowhere to be found I hate the crowds, you know that Plus, I saw you dance with him See , You heard the rumors from Inez You can't believe a word she says Most times, but this time, it was true The worst thing that I ever did Was what I did to you But if I just showed up at your party Would you have me? Would you want me? Would you tell me to go fuck myself Or lead me to the garden? In the garden, would you trust me If I told you it was just a summer thing? I'm only seventeen, I don't know anything But I know I miss you I was walking home on broken cobblestones Just thinking of you when she pulled up like A figment of my worst intentions She said, "James, get in, let's drive" Those days turned into nights Slept next to her, but I dreamt of you all summer long Betty, I'm here on your doorstep And I planned it out for weeks now But it's finally sinkin' in Betty, right now is the last time I can dream about what happens when You see my face again The only thing I wanna do Is make it up to you So I showed up at your party Yeah, I showed up at your party Yeah, I showed up at your party Will you have me? Will you love me? Will you kiss me on the porch In front of all your stupid friends? If you kiss me, will it be just like I dreamed it? Will it patch your broken wings? I'm only seventeen, I don't know anything But I know I miss you Standing in your cardigan Kissin' in my car again Stopped at a streetlight You know I miss you	1
If I wanted to know who you were hanging with While I was gone, I would've asked you It's the kind of cold, fogs up windshield glass But I felt it when I passed you There's an ache in you, put there by the ache in me But if it's all the same to you It's the same to me So we could call it even You could call me "babe" for the weekend ​'Tis the damn season, write this down I'm stayin' at my parents' house And the road not taken looks real good now And it always leads to you and my hometown I parkеd my car right between the Methodist And thе school that used to be ours The holidays linger like bad perfume You can run, but only so far I escaped it too, remember how you watched me leave But if it's okay with you, it's okay with me We could call it even You could call me "babe" for the weekend ​'Tis the damn season, write this down I'm stayin' at my parents' house And the road not taken looks real good now Time flies, messy as the mud on your truck tires Now I'm missing your smile, hear me out We could just ride around And the road not taken looks real good now And it always leads to you and my hometown See , Sleep in half the day just for old times' sake I won't ask you to wait if you don't ask me to stay So I'll go back to L.A. and the so-called friends Who'll write books about me if I ever make it And wonder about the only soul Who can tell which smiles I'm fakin' And the heart I know I'm breakin' is my own To leave the warmest bed I've ever known We could call it even Even though I'm leaving And I'll be yours for the weekend ​'Tis the damn season We could call it even You could call me "babe" for the weekend ​'Tis the damn season, write this down I'm stayin' at my parents' house And the road not taken looks real good now Time flies, messy as the mud on your truck tires Now I'm missing your smile, hear me out We could just ride around And the road not taken looks real good now And it always leads to you and my hometown It always leads to you and my hometown	1
When the morning came We were cleaning incense off your vinyl shelf 'Cause we lost track of time again Laughing with my feet in your lap Like you were my closest friend "How'd we end up on the floor, anyway?" you say "Your roommate's cheap-ass screw-top rosé, that's how" I see you every day now And I chose you The one I was dancing with In New York, no shoes Looked up at the sky and it was The burgundy on my t-shirt When you splashed your wine into me And how the blood rushed into my cheeks So scarlet, it was The mark thеy saw on my collarbone The rust that grew bеtween telephones The lips I used to call home So scarlet, it was maroon When the silence came We were shaking, blind and hazy How the hell did we lose sight of us again? Sobbing with your head in your hands Ain't that the way shit always ends? You were standing hollow-eyed in the hallway Carnations you had thought were roses, that's us I feel you, no matter what The rubies that I gave up See , And I lost you The one I was dancing with In New York, no shoes Looked up at the sky and it was (Maroon) The burgundy on my t-shirt When you splashed your wine into me And how the blood rushed into my cheeks So scarlet, it was (Maroon) The mark they saw on my collarbone The rust that grew between telephones The lips I used to call home So scarlet, it was maroon And I wake with your memory over me That's a real fucking legacy, legacy (It was maroon) And I wake with your memory over me That's a real fucking legacy to leave The burgundy on my t-shirt When you splashed your wine into me And how the blood rushed into my cheeks So scarlet, it was maroon The mark they saw on my collarbone The rust that grew between telephones The lips I used to call home So scarlet, it was maroon It was maroon It was maroon	1
I have this thing where I get older, but just never wiser Midnights become my afternoons When my depression works the graveyard shift, all of the people I've ghosted stand there in the room I should not be left to my own devices They come with prices and vices I end up in crisis (Tale as old as time) I wake up screaming from dreaming One day, I'll watch as you're leaving 'Cause you got tired of my scheming (For the last time) It's me, hi I'm the problem, it's me At teatime, everybody agrees I'll stare directly at the sun, but never in the mirror It must be exhausting always rooting for the anti-hero Sometimes, I feel like everybody is a sexy baby And I'm a monster on the hill Too big to hang out, slowly lurching toward your favorite city Pierced through the heart, but never killed See , Did you hear my covert narcissism I disguise as altruism Like some kind of congressman? (A tale as old as time) I wake up screaming from dreaming One day, I'll watch as you're leaving And life will lose all its meaning (For the last time) It's me, hi I'm the problem, it's me (I'm the problem, it's me) At teatime, everybody agrees I'll stare directly at the sun, but never in the mirror It must be exhausting always rooting for the anti-hero I have this dream my daughter-in-law kills me for the money She thinks I left them in the will The family gathers 'round and reads it and then someone screams out "She's laughing up at us from Hell" It's me, hi I'm the problem, it's me It's me, hi I'm the problem, it's me It's me, hi Everybody agrees, everybody agrees It's me, hi (Hi) I'm the problem, it's me (I'm the problem, it's me) At teatime (Teatime), everybody agrees (Everybody agrees) I'll stare directly at the sun, but never in the mirror It must be exhausting always rooting for the anti-hero	1
There's something 'bout the way The street looks when it's just rained There's a glow off the pavement, you walk me to the car And you know I wanna ask you to dance right there In the middle of the parking lot, yeah Oh, yeah We're driving down the road, I wonder if you know I'm trying so hard not to get caught up now But you're just so cool, run your hands through your hair Absentmindedly making me want you And I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you, I'd dance In a storm in my best dress, fearless So, baby, drive slow 'til we run out of road In this one horse town, I wanna stay right here In this passenger's seat You put your eyes on me In this moment now, capture it, remember it 'Cause I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you, I'd dance In a storm in my best dress, fearless Well, you stood there with me in the doorway My hands shake, I'm not usually this way but You pull me in and I'm a little more brave It's the first kiss, it's flawless, really something It's fearless Oh, yeah 'Cause I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you, I'd dance In a storm in my best dress, fearless 'Cause I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you, I'd dance In a storm in my best dress, fearless Oh, oh Oh, yeah	1
I'm so glad you made time to see me How's life? Tell me, how's your family? I haven't seen them in a while You've been good, busier than ever We small talk, work and the weather Your guard is up and I know why Because the last time you saw me Is still burned in the back of your mind You gave me roses and I left them there to die So this is me swallowing my pride Standin' in front of you sayin', "I'm sorry for that night" And I go back to December all the time It turns out freedom ain't nothing but missin' you Wishin' I'd realized what I had when you were mine I go back to December, turn around and make it alright I go back to December all the time These days, I haven't been sleeping Stayin' up, playing back myself leavin' When your birthday passed and I didn't call Then I think about summer, all the beautiful times I watched you laughing from the passenger side And realized I loved you in the fall See , And then the cold came, the dark days When fear crept into my mind You gave me all your love and all I gave you was goodbye So this is me swallowing my pride Standin' in front of you, sayin', "I'm sorry for that night" And I go back to December all the time It turns out freedom ain't nothing but missin' you Wishin' I'd realized what I had when you were mine I go back to December, turn around and change my own mind I go back to December all the time I miss your tanned skin, your sweet smile So good to me, so right And how you held me in your arms that September night The first time you ever saw me cry Maybe this is wishful thinkin' Probably mindless dreaming But if we loved again, I swear I'd love you right I'd go back in time and change it, but I can't So, if the chain is on your door, I understand But this is me swallowing my pride Standin' in front of you, sayin', "I'm sorry for that night" And I go back to December It turns out freedom ain't nothing but missin' you Wishin' I'd realized what I had when you were mine I go back to December, turn around and make it alright I go back to December, turn around and change my own mind I go back to December all the time All the time	1
(You good to go?) All I knew this morning when I woke Is I know something now Know something now I didn't before And all I've seen since hours ago Is green eyes and freckles and your smile In the back of my mind, making me feel like I just wanna know you better Know you better, know you better now I just wanna know you better Know you better, know you better now I just wanna know you better Know you better, know you better now I just wanna know you, know you, know you 'Cause all I know is we said, "Hello" And your eyes look like coming home All I know is a simple name And everything has changed All I know is you held the door You'll be mine and I'll be yours All I know since yesterday Is everything has changed See , And all my walls stood tall, painted blue And I'll take 'em down, take 'em down And open up the door for you And all I feel in my stomach is butterflies The beautiful kind, making up for lost time Taking flight, making me feel right I just wanna know you better Know you better, know you better now I just wanna know you better Know you better, know you better now I just wanna know you better Know you better, know you better now I just wanna know you, know you, know you 'Cause all I know is we said, "Hello" And your eyes look like coming home All I know is a simple name And everything has changed All I know is you held the door You'll be mine and I'll be yours All I know since yesterday Is everything has changed Come back and tell me why I'm feeling like I've missed you all this time And meet me there tonight And let me know that it's not all in my mind I just wanna know you better Know you better, know you better now I just wanna know you, know you, know you 'Cause all I know is we said, "Hello" And your eyes look like coming home All I know is a simple name And everything has changed All I know is you held the door You'll be mine and I'll be yours All I know since yesterday Is everything has changed All I know is we said, "Hello" So dust off your highest hopes All I know is pouring rain And everything has changed All I know is a new found grace All my days, I'll know your face All I know since yesterday Is everything has changed	1
Took a deep breath in the mirror He didn't like it when I wore high heels But I do Turn the lock and put my headphones on He always said he didn't get this song But I do, I do I walked in, expecting you'd be late But you got here early and you stand and wave I walk to you You pull my chair out and help me in And you don't know how nice that is But I do And you throw your head back laughin' like a little kid I think it's strange that you think I'm funny 'cause he never did I've been spending the last eight months Thinkin' all love ever does is break and burn and end But on a Wednesday, in a café, I watched it begin again You said you never met one girl who Had as many James records as you But I do We tell stories and you don't know why I'm comin' off a little shy But I do See , But you throw your head back laughin' like a little kid I think it's strange that you think I'm funny 'cause he never did I've been spending the last eight months Thinkin' all love ever does is break and burn and end But on a Wednesday, in a café, I watched it begin again And we walked down the block to my car And I almost brought him up But you start to talk about the movies That your family watches every single Christmas And I wanna talk about that And for the first time, what's past is past 'Cause you throw your head back laughin' like a little kid I think it's strange that you think I'm funny 'cause he never did I've been spending the last eight months Thinkin' all love ever does is break and burn and end But on a Wednesday, in a café, I watched it begin again Hmm, hmm But on a Wednesday, in a café, I watched it begin again	1
I, I loved you in secret First sight, yeah, we love without reason Oh, twenty-five years old Oh, how were you to know? And My, my love had been frozen Deep blue, but you painted me golden Oh, and you held me close Oh, how was I to know? I I could've spent forever with your hands in my pockets Picture of your face in an invisible locket You said there was nothin' in the world that could stop it I had a bad feelin' And darlin', you had turned my bed into a sacred oasis People started talkin', puttin' us through our paces I knew there was no one in the world who could take it I had a bad feelin' But we were dancin' Dancin' with our hands tied, hands tied Yeah, we were dancin' Like it was the first time, first time Yeah, we were dancin' Dancin' with our hands tied, hands tied Yeah, we were dancin' And I had a bad feelin' But we were dancin' See , I, I loved you in spite of Deep fears that the world would divide us So, baby, can we dance Oh, through an avalanche? And Say, say that we got it I'm a mess, but I'm the mess that you wanted Oh, 'cause it's gravity Oh, keeping you with me, I I could've spent forever with your hands in my pockets Picture of your face in an invisible locket You said there was nothin' in the world that could stop it I had a bad feelin' But we were dancin' Dancin' with our hands tied, hands tied Yeah, we were dancin' Like it was the first time, first time Yeah, we were dancin' Dancin' with our hands tied, hands tied Yeah, we were dancin' (Knew we had our hands tied) And I had a bad feelin' But we were dancin' I'd kiss you as the lights went out Swayin' as the room burned down I'd hold you as the water rushes in If I could dance with you again I'd kiss you as the lights went out Swayin' as the room burned down I'd hold you as the water rushes in If I could dance with you again (Again, yeah) Dancin' with our hands tied, hands tied Yeah, we were dancin' (Oh, yeah, we were dancin') Like it was the first time, first time (First time, first time) Yeah, we were dancin' (Oh) Dancin' with our hands tied, hands tied (Dancin' with our hands tied) Yeah, we were dancin' And I had a bad feelin' (Had a bad feelin') But we were dancin' Hands tied, hands tied (Dancin')	1
Don't look at me, you got a girl at home And everybody knows that, everybody knows that, ah-ah Don't look at me, you got a girl at home And everybody knows that I don't even know her But I feel a responsibility To do what's upstanding and right It's kinda like a code, yeah And you've been getting closer and closer And crossing so many lines And it would be a fine proposition If I was a stupid girl But, honey, I am no one's exception This, I have previously learned So don't look at me, you got a girl at home And everybody knows that, everybody knows that, ah-ah Don't look at me, you got a girl at home And everybody knows that, everybody knows that I see you turn off your phone And now you've got me alone, and I say Don't look at me, you got a girl at home And everybody knows that, everybody knows that See , I just want to make sure You understand perfectly You're the kind of man who makes me sad While she waits up You chase down the newest thing And take for granted what you have And it would be a fine proposition If I was a stupid girl And, yeah, I might go with it If I hadn't once been just like her So don't look at me, you got a girl at home And everybody knows that, everybody knows that, ah-ah Don't look at me, you got a girl at home And everybody knows that, everybody knows that I see you turn off your phone And now you've got me alone, and I say Don't look at me, you got a girl at home And everybody knows that, everybody knows that Oh-oh-oh, oh-oh-oh Oh-oh-oh, oh-oh-oh Call a cab, lose my number You're about to lose your girl Call a cab, lose my number Let's consider this lesson learned Don't look at me, you got a girl at home And everybody knows that, everybody knows that, ah-ah Don't look at me, you got a girl at home And everybody knows that, everybody knows that Want to see you pick up your phone And tell her you're coming home Don't look at me, you got a girl at home And everybody knows that, everybody knows that Don't look at me, you got a girl at home And everybody knows that, everybody knows that It would be a fine proposition If I hadn't once been just like her	1
Our love runs deep like a Chevy If you fall, I'll fall with you, baby 'Cause that's the way we like to do it That's the way we like You run around, open doors like a gentleman Tell me, "Girl, every day you're my everything" 'Cause that's the way you like to do it That's the way you like Just a little West Coast and a bit of sunshine Hair blowing in the wind, losing track of time Just you and I Just you and I Whoa, whoa No matter how far we go I want the whole world to know I want you bad And I won't have it any other way No matter what the people say I know that we'll never break 'Cause our love was made, made in the USA Made in the USA, yeah You might also like You always reading my mind like a letter When I'm cold, you're there like a sweater 'Cause that's the way we like to do it That's the way we like I never ever let the world get the best of you Every night we're apart, I'm still next to you 'Cause that's the way I like to do it That's the way I like We touch down on the East Coast Dinner on the sky rise Winter is the best time for walking in the city lights You and I You and I Whoa, whoa No matter how far we go I want the whole world to know I want you bad And I won't have it any other way No matter what the people say I know that we'll never break 'Cause our love was made, made in the USA 'Cause, baby, I'll bite the bullet And take the blows for love, whoa Our love was made in the USA Made in the USA Made in the USA No matter how far we go I want the whole world to know I want you bad And I won't have it any other way No matter what the people say I know that we'll never break 'Cause our love was made, made in the USA Made in the USA, yeah Made in the US Made in the US Made in the USAEmbed	2
The slightest words you said Have all gone to my head I hear angels sing in your voice When you pull me close Feelings I’ve never known They mean everything And leave me no choice Light on my heart Light on my feet Light in your eyes I can’t even speak Do you even know how you make me weak? I’m a lightweight Better be careful what you say With every word I’m blown away You’re in control of my heart I’m a lightweight Easy to fall, easy to break With every move my whole world shakes Keep me from falling apart You might also like Make a promise, please You’ll always be in reach Just in case I need you there when I call (There when I call) This is all so new Seems too good to be true Could this really be a safe place to fall? (Fall) Light on my heart Light on my feet Light in your eyes I can’t even speak Do you even know how you make me weak, oh woah? I’m a lightweight Better be careful what you say With every word I’m blown away You’re in control of my heart I’m a lightweight Easy to fall, easy to break With every move my whole world shakes Keep me from falling apart Keep me from falling down Drowned in your love (It’s almost all–) It’s almost all too much Handle with care Say you’ll be there Oh, I’m a lightweight Better be careful what you say With every word I’m blown away You’re in control of my heart I’m a lightweight Easy to fall, easy to break With every move my whole world shakes Keep me from falling apart Keep me from falling apart Keep me from falling apart, oh Falling apartEmbed	2
